index,ts,open,high,low,close,vol
330,2025-08-19 13:00:00,115600.0,115875.84,114869.6,115192.0,928.5804
331,2025-08-19 14:00:00,115192.0,115378.82,113770.34,113882.66,2263.58751
332,2025-08-19 15:00:00,113882.66,114177.58,113587.68,113786.38,1763.36303
333,2025-08-19 16:00:00,113786.39,113897.58,113346.28,113388.3,959.63398
334,2025-08-19 17:00:00,113388.31,113596.07,113107.07,113520.11,1084.66267
335,2025-08-19 18:00:00,113520.11,113520.11,112837.11,113069.61,889.38987
336,2025-08-19 19:00:00,113069.61,113552.03,112767.06,113132.48,850.664
337,2025-08-19 20:00:00,113132.49,113570.44,112927.82,113570.44,496.52563
338,2025-08-19 21:00:00,113570.44,113589.48,113413.14,113419.11,316.99786
339,2025-08-19 22:00:00,113419.1,113440.43,113060.0,113174.42,1090.07931
340,2025-08-19 23:00:00,113174.42,113201.26,112732.58,112872.94,721.9943
341,2025-08-20 00:00:00,112872.95,113320.0,112843.14,113215.5,605.5856
342,2025-08-20 01:00:00,113215.49,113413.23,112566.01,112996.93,1004.04056
343,2025-08-20 02:00:00,112996.93,113500.0,112944.68,113438.29,915.27403
